ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2008,7.91,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2008,16.99,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2008,8.38,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2008,20.34,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2008,7.33,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2009,12.42,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2009,7.01,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2009,13.59,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2009,7.31,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2009,10.99,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2009,6.6,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2010,16.88,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2010,9.11,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2010,17.82,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2010,9.94,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2010,15.42,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2010,8.02,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2011,10.63,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2011,6.07,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2011,13.46,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2011,6.74,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2011,6.6,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2011,5.25,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2012,,Unreliable,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2012,,Unreliable,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2012,,Unreliable,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2013,16.57,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2013,9.55,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2013,17.54,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2013,11.23,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2013,15.05,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2013,7.56,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2014,23.15,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2014,13.65,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2014,23.12,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2014,13.43,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2014,23.19,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2014,13.92,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2015,20.41,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2015,12.58,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2015,21.51,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2015,12.84,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2015,18.26,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2015,12.24,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2016,18.67,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2016,10.34,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2016,23.34,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2016,11.91,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2016,11.33,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2016,8.36,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2017,11.7,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2017,7.85,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2017,13.62,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2017,9.16,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2017,8.44,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2017,6.16,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2018,7.71,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2018,7.28,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2018,8.55,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2018,7.48,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2018,6.38,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2018,7.04,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2019,5.29,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2019,4.77,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2019,6.41,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2019,5.54,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2019,3.73,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Albania,Time-related underemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2019,3.82,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Time-related underemployment rate by sex and age (%),ARE - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2018,0.74,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Time-related underemployment rate by sex and age (%),ARE - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2018,1.28,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Time-related underemployment rate by sex and age (%),ARE - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2018,0.8,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Time-related underemployment rate by sex and age (%),ARE - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2018,1.15,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Time-related underemployment rate by sex and age (%),ARE - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2018,0.52,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Time-related underemployment rate by sex and age (%),ARE - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2018,1.89,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Time-related underemployment rate by sex and age (%),ARE - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2019,1.03,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Time-related underemployment rate by sex and age (%),ARE - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2019,1.42,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Time-related underemployment rate by sex and age (%),ARE - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2019,0.99,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Time-related underemployment rate by sex and age (%),ARE - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2019,1.33,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Time-related underemployment rate by sex and age (%),ARE - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2019,1.18,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,Time-related underemployment rate by sex and age (%),ARE - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2019,1.69,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing
Argentina,Time-related underemployment rate by sex and age (%),ARG - LFS - Encuesta Permanente de Hogares (Urbano),Sex: Total,"Age (Youth, adults): 15-24",2004,21.59,Break in series,,Working time concept: Hours actually worked | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Time-related underemployment rate by sex and age (%),ARG - LFS - Encuesta Permanente de Hogares (Urbano),Sex: Total,"Age (Youth, adults): 25+",2004,17.31,Break in series,,Working time concept: Hours actually worked | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Time-related underemployment rate by sex and age (%),ARG - LFS - Encuesta Permanente de Hogares (Urbano),Sex: Male,"Age (Youth, adults): 15-24",2004,20.14,Break in series,,Working time concept: Hours actually worked | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Time-related underemployment rate by sex and age (%),ARG - LFS - Encuesta Permanente de Hogares (Urbano),Sex: Male,"Age (Youth, adults): 25+",2004,13.55,Break in series,,Working time concept: Hours actually worked | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Time-related underemployment rate by sex and age (%),ARG - LFS - Encuesta Permanente de Hogares (Urbano),Sex: Female,"Age (Youth, adults): 15-24",2004,23.84,Break in series,,Working time concept: Hours actually worked | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Time-related underemployment rate by sex and age (%),ARG - LFS - Encuesta Permanente de Hogares (Urbano),Sex: Female,"Age (Youth, adults): 25+",2004,22.37,Break in series,,Working time concept: Hours actually worked | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Time-related underemployment rate by sex and age (%),ARG - LFS - Encuesta Permanente de Hogares (Urbano),Sex: Total,"Age (Youth, adults): 15-24",2005,17.44,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Time-related underemployment rate by sex and age (%),ARG - LFS - Encuesta Permanente de Hogares (Urbano),Sex: Total,"Age (Youth, adults): 25+",2005,14.28,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Time-related underemployment rate by sex and age (%),ARG - LFS - Encuesta Permanente de Hogares (Urbano),Sex: Male,"Age (Youth, adults): 15-24",2005,15.86,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Time-related underemployment rate by sex and age (%),ARG - LFS - Encuesta Permanente de Hogares (Urbano),Sex: Male,"Age (Youth, adults): 25+",2005,11.11,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Time-related underemployment rate by sex and age (%),ARG - LFS - Encuesta Permanente de Hogares (Urbano),Sex: Female,"Age (Youth, adults): 15-24",2005,20.02,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Time-related underemployment rate by sex and age (%),ARG - LFS - Encuesta Permanente de Hogares (Urbano),Sex: Female,"Age (Youth, adults): 25+",2005,18.58,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Time-related underemployment rate by sex and age (%),ARG - LFS - Encuesta Permanente de Hogares (Urbano),Sex: Total,"Age (Youth, adults): 15-24",2006,15.84,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Time-related underemployment rate by sex and age (%),ARG - LFS - Encuesta Permanente de Hogares (Urbano),Sex: Total,"Age (Youth, adults): 25+",2006,12.5,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Time-related underemployment rate by sex and age (%),ARG - LFS - Encuesta Permanente de Hogares (Urbano),Sex: Male,"Age (Youth, adults): 15-24",2006,13.86,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,Time-related underemployment rate by sex and age (%),ARG - LFS - Encuesta Permanente de Hogares (Urbano),Sex: Male,"Age (Youth, adults): 25+",2006,9.48,,,Working time concept: Hours actually worked,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
