ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Afghanistan,Unemployment rate by sex and age (%),AFG - HIES - Living Conditions Survey,Sex: Female,"Age (Youth, adults): 15-24",2012,4.52,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing
Afghanistan,Unemployment rate by sex and age (%),AFG - HIES - Living Conditions Survey,Sex: Female,"Age (Youth, adults): 25+",2012,2.7,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing
Afghanistan,Unemployment rate by sex and age (%),AFG - HIES - Living Conditions Survey,Sex: Total,"Age (Youth, adults): 15-24",2014,9.96,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,Unemployment rate by sex and age (%),AFG - HIES - Living Conditions Survey,Sex: Total,"Age (Youth, adults): 25+",2014,6.77,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,Unemployment rate by sex and age (%),AFG - HIES - Living Conditions Survey,Sex: Male,"Age (Youth, adults): 15-24",2014,8.86,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,Unemployment rate by sex and age (%),AFG - HIES - Living Conditions Survey,Sex: Male,"Age (Youth, adults): 25+",2014,6.36,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,Unemployment rate by sex and age (%),AFG - HIES - Living Conditions Survey,Sex: Female,"Age (Youth, adults): 15-24",2014,12.55,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,Unemployment rate by sex and age (%),AFG - HIES - Living Conditions Survey,Sex: Female,"Age (Youth, adults): 25+",2014,8.25,,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,Unemployment rate by sex and age (%),AFG - HIES - Living Conditions Survey,Sex: Total,"Age (Youth, adults): 15-24",2017,17.57,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing
Afghanistan,Unemployment rate by sex and age (%),AFG - HIES - Living Conditions Survey,Sex: Total,"Age (Youth, adults): 25+",2017,8.32,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing
Afghanistan,Unemployment rate by sex and age (%),AFG - HIES - Living Conditions Survey,Sex: Male,"Age (Youth, adults): 15-24",2017,16.29,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing
Afghanistan,Unemployment rate by sex and age (%),AFG - HIES - Living Conditions Survey,Sex: Male,"Age (Youth, adults): 25+",2017,7.86,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing
Afghanistan,Unemployment rate by sex and age (%),AFG - HIES - Living Conditions Survey,Sex: Female,"Age (Youth, adults): 15-24",2017,21.4,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing
Afghanistan,Unemployment rate by sex and age (%),AFG - HIES - Living Conditions Survey,Sex: Female,"Age (Youth, adults): 25+",2017,10.05,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Total,"Age (Youth, adults): 15-24",2004,54.31,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Total,"Age (Youth, adults): 25+",2004,11.39,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Male,"Age (Youth, adults): 15-24",2004,51.13,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Male,"Age (Youth, adults): 25+",2004,10.29,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Female,"Age (Youth, adults): 15-24",2004,57.34,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Female,"Age (Youth, adults): 25+",2004,12.62,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Total,"Age (Youth, adults): 15-24",2009,9.14,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Total,"Age (Youth, adults): 25+",2009,2.14,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Male,"Age (Youth, adults): 15-24",2009,11.41,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Male,"Age (Youth, adults): 25+",2009,2.67,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Female,"Age (Youth, adults): 15-24",2009,6.81,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Female,"Age (Youth, adults): 25+",2009,1.55,,,Unemployment definition: Two criteria (not in employment and seeking),Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Total,"Age (Youth, adults): 15-24",2011,16.71,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Total,"Age (Youth, adults): 25+",2011,3.72,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Male,"Age (Youth, adults): 15-24",2011,16.81,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Male,"Age (Youth, adults): 25+",2011,3.29,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Female,"Age (Youth, adults): 15-24",2011,16.62,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Female,"Age (Youth, adults): 25+",2011,4.16,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - LFS - Inquérito ao Emprego,Sex: Total,"Age (Youth, adults): 15-24",2010,19.42,,,Unemployment definition: Two criteria (not in employment and currently available),
Angola,Unemployment rate by sex and age (%),AGO - LFS - Inquérito ao Emprego,Sex: Total,"Age (Youth, adults): 25+",2010,5.61,,,Unemployment definition: Two criteria (not in employment and currently available),
Angola,Unemployment rate by sex and age (%),AGO - LFS - Inquérito ao Emprego,Sex: Male,"Age (Youth, adults): 15-24",2010,17.69,,,Unemployment definition: Two criteria (not in employment and currently available),
Angola,Unemployment rate by sex and age (%),AGO - LFS - Inquérito ao Emprego,Sex: Male,"Age (Youth, adults): 25+",2010,4.53,,,Unemployment definition: Two criteria (not in employment and currently available),
Angola,Unemployment rate by sex and age (%),AGO - LFS - Inquérito ao Emprego,Sex: Female,"Age (Youth, adults): 15-24",2010,20.86,,,Unemployment definition: Two criteria (not in employment and currently available),
Angola,Unemployment rate by sex and age (%),AGO - LFS - Inquérito ao Emprego,Sex: Female,"Age (Youth, adults): 25+",2010,6.7,,,Unemployment definition: Two criteria (not in employment and currently available),
Angola,Unemployment rate by sex and age (%),AGO - PC - Recensements de Population,Sex: Total,"Age (Youth, adults): 15-24",2014,17.33,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - PC - Recensements de Population,Sex: Total,"Age (Youth, adults): 25+",2014,7.58,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - PC - Recensements de Population,Sex: Male,"Age (Youth, adults): 15-24",2014,17.87,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - PC - Recensements de Population,Sex: Male,"Age (Youth, adults): 25+",2014,8.03,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - PC - Recensements de Population,Sex: Female,"Age (Youth, adults): 15-24",2014,16.72,,,,Repository: ILO-STATISTICS - Micro data processing
Angola,Unemployment rate by sex and age (%),AGO - PC - Recensements de Population,Sex: Female,"Age (Youth, adults): 25+",2014,7.01,,,,Repository: ILO-STATISTICS - Micro data processing
Anguilla,Unemployment rate by sex and age (%),AIA - PC - Population Census,Sex: Total,"Age (Youth, adults): 15-24",2001,13.33,,,,Data reference period: May
Anguilla,Unemployment rate by sex and age (%),AIA - PC - Population Census,Sex: Total,"Age (Youth, adults): 25+",2001,5.03,,,,Data reference period: May
Anguilla,Unemployment rate by sex and age (%),AIA - PC - Population Census,Sex: Male,"Age (Youth, adults): 15-24",2001,10.33,,,,Data reference period: May
Anguilla,Unemployment rate by sex and age (%),AIA - PC - Population Census,Sex: Male,"Age (Youth, adults): 25+",2001,5.61,,,,Data reference period: May
Anguilla,Unemployment rate by sex and age (%),AIA - PC - Population Census,Sex: Female,"Age (Youth, adults): 15-24",2001,16.57,,,,Data reference period: May
Anguilla,Unemployment rate by sex and age (%),AIA - PC - Population Census,Sex: Female,"Age (Youth, adults): 25+",2001,4.36,,,,Data reference period: May
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2007,26.58,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2007,13.96,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2007,27.59,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2007,13.42,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2007,24.94,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2007,14.83,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2008,27.06,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2008,10.93,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2008,26.88,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2008,10.3,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2008,27.3,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2008,11.69,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2009,26.98,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2009,11.15,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2009,26.16,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2009,9.58,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2009,27.96,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2009,13.2,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2010,30.5,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2010,11.19,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2010,29.62,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2010,9.53,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2010,31.84,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2010,13.3,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2011,22.66,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2011,11.57,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2011,24.76,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2011,10.63,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2011,19.47,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2011,12.71,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2012,29.25,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2012,10.89,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2012,32.28,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2012,11.54,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2012,23.35,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2012,10.08,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2013,31.24,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2013,13.8,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2013,33.65,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2013,15.3,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2013,27.07,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2013,11.93,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2014,39.87,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2014,15.23,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2014,43.61,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2014,16.37,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2014,32.81,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2014,13.72,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2015,39.98,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2015,14.2,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2015,39.53,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2015,13.82,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2015,40.82,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2015,14.68,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2016,36.61,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2016,12.96,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2016,37.69,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2016,13.37,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2016,34.84,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2016,12.44,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2017,31.61,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2017,11.59,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2017,33.68,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2017,11.95,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2017,27.79,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2017,11.11,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2018,28.13,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2018,10.2,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 15-24",2018,29.51,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Male,"Age (Youth, adults): 25+",2018,10.08,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 15-24",2018,25.8,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Female,"Age (Youth, adults): 25+",2018,10.34,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 15-24",2019,26.98,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,Unemployment rate by sex and age (%),ALB - LFS - Labour Force Survey,Sex: Total,"Age (Youth, adults): 25+",2019,9.47,,,,Repository: ILO-STATISTICS - Micro data processing
