ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 15-24",2012,45.75
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 25+",2012,38
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 15-24",2012,52.28
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 25+",2012,52.6
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 15-24",2013,45.53
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 25+",2013,38.3
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 15-24",2013,44.35
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 25+",2013,35.96
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 15-24",2013,50.81
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 25+",2013,50.97
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 15-24",2014,44.6
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 25+",2014,36.88
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 15-24",2014,43.37
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 25+",2014,34.37
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 15-24",2014,49.74
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 25+",2014,49.75
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 15-24",2015,43.85
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 25+",2015,35.65
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 15-24",2015,42.57
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 25+",2015,32.94
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 15-24",2015,48.84
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 25+",2015,48.7
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 15-24",2016,43.16
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 25+",2016,34.54
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 15-24",2016,41.83
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 25+",2016,31.63
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 15-24",2016,47.97
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 25+",2016,47.69
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 15-24",2017,42.03
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 25+",2017,33.04
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 15-24",2017,40.66
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 25+",2017,29.94
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 15-24",2017,46.64
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 25+",2017,46.2
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 15-24",2018,41.45
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 25+",2018,32.26
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 15-24",2018,40.06
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 25+",2018,29.07
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 15-24",2018,46.01
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 25+",2018,45.49
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 15-24",2019,40.95
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 25+",2019,31.54
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 15-24",2019,39.54
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 25+",2019,28.26
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 15-24",2019,45.45
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 25+",2019,44.85
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 15-24",2000,37.87
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 25+",2000,29.87
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 15-24",2000,39.26
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 25+",2000,27.91
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 15-24",2000,36.65
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 25+",2000,31.96
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 15-24",2001,39.55
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 25+",2001,31.56
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 15-24",2001,40.92
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 25+",2001,29.51
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 15-24",2001,38.36
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 25+",2001,33.74
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 15-24",2002,38.05
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 25+",2002,30
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 15-24",2002,39.47
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Male,"Age (Youth, adults): 25+",2002,28.03
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 15-24",2002,36.8
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Female,"Age (Youth, adults): 25+",2002,32.1
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 15-24",2003,40.68
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO Modelled Estimates,Sex: Total,"Age (Youth, adults): 25+",2003,32.69
