ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2009,60.97996486
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2009,60.00446369
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2009,66.04120573
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2010,59.20829343
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2010,58.19812004
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2010,64.43267047
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2011,58.08639046
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2011,57.03134624
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2011,63.37589714
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2012,55.8652611
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2012,54.74071088
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2012,61.29322217
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2013,54.69146088
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2013,53.48949558
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2013,60.0854361
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2014,53.65422485
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2014,52.37742725
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2014,58.98535452
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2015,52.73303912
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2015,51.38438527
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2015,57.97718344
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2016,51.77450262
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2016,50.35580779
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2016,56.90826106
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2017,50.4862374
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2017,48.99734211
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2017,55.49984024
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2018,49.49554471
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2018,47.9756899
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2018,54.490073
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2019,48.3801145
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2019,46.83969044
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2019,53.38741295
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2020,47.21859162
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2020,45.65999821
Afghanistan,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AFG - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2020,52.23220116
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2000,34.4366667
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2000,36.41585077
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2000,32.69784089
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2001,33.56895706
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2001,35.61134276
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2001,31.77542423
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2002,31.35582751
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2002,33.42457187
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2002,29.5379325
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2003,30.47065189
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2003,32.56135836
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2003,28.64118197
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2004,28.97253463
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2004,31.04564731
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2004,27.15488227
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2005,28.85994694
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2005,30.95641096
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2005,27.02248271
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2006,29.2686849
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2006,31.39457908
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2006,27.40569918
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2007,29.62857564
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2007,31.76924061
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2007,27.74762944
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2008,30.78629026
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2008,32.95659299
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2008,28.87720788
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2009,32.22408957
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2009,34.42807098
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2009,30.28660135
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2010,32.12995231
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2010,33.89123591
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2010,30.42880035
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2011,35.53641897
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2011,37.44808804
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2011,33.78000799
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2012,35.35910372
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2012,37.25159887
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2012,33.61458157
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2013,35.08918952
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2013,36.98033916
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2013,33.3482814
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2014,34.81088948
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2014,36.69879033
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2014,33.07222912
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2015,34.63205457
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2015,36.52026691
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2015,32.89392606
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2016,34.81449029
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2016,36.7146147
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2016,33.07287871
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2017,34.82665346
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2017,36.73406781
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2017,33.08154821
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2018,34.77392257
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2018,36.69747261
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2018,33.02194871
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2019,34.49900579
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2019,36.47141838
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2019,32.72324939
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2020,34.08030096
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2020,36.1017179
Angola,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),AGO - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2020,32.28245539
Albania,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),ALB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2000,1.427170975
Albania,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),ALB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2000,0.506840993
Albania,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),ALB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2000,2.44481391
Albania,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),ALB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2001,1.515033494
Albania,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),ALB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2001,0.554196187
Albania,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),ALB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2001,2.612640801
Albania,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),ALB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2002,2.308658574
Albania,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),ALB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2002,0.868897141
Albania,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),ALB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2002,3.975059282
Albania,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),ALB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2003,1.574014305
Albania,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),ALB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2003,0.581295129
Albania,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),ALB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2003,2.734720868
Albania,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),ALB - ILO - ILO modelled estimates,Sex: Total,"Age (Youth, adults): 15-24",2004,1.072732104
Albania,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),ALB - ILO - ILO modelled estimates,Sex: Male,"Age (Youth, adults): 15-24",2004,0.389155662
Albania,SDG indicator 1.1.1 - Working poverty rate (percentage of employed living below US$1.90 PPP) (%),ALB - ILO - ILO modelled estimates,Sex: Female,"Age (Youth, adults): 15-24",2004,1.882054744
