ref_area.label,indicator.label,source.label,sex.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Afghanistan,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AFG - HIES - Living Condition Survey,Sex: Total,Age (Youth bands): 15-19,Area type: National,2017,847.862,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AFG - HIES - Living Condition Survey,Sex: Total,Age (Youth bands): 20-24,Area type: National,2017,989.834,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AFG - HIES - Living Condition Survey,Sex: Total,Age (Youth bands): 25-29,Area type: National,2017,1045.998,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AFG - HIES - Living Condition Survey,Sex: Male,Age (Youth bands): Total (15-29),Area type: National,2017,2215.192,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AFG - HIES - Living Condition Survey,Sex: Male,Age (Youth bands): 15-19,Area type: National,2017,640.81,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AFG - HIES - Living Condition Survey,Sex: Male,Age (Youth bands): 20-24,Area type: National,2017,755.255,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AFG - HIES - Living Condition Survey,Sex: Male,Age (Youth bands): 25-29,Area type: National,2017,819.127,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AFG - HIES - Living Condition Survey,Sex: Female,Age (Youth bands): Total (15-29),Area type: National,2017,668.502,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AFG - HIES - Living Condition Survey,Sex: Female,Age (Youth bands): 15-19,Area type: National,2017,207.052,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AFG - HIES - Living Condition Survey,Sex: Female,Age (Youth bands): 20-24,Area type: National,2017,234.579,,,Repository: ILO-STATISTICS - Micro data processing
Afghanistan,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AFG - HIES - Living Condition Survey,Sex: Female,Age (Youth bands): 25-29,Area type: National,2017,226.871,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Total,Age (Youth bands): Total (15-29),Area type: National,2004,1451.2662,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Total,Age (Youth bands): 15-19,Area type: National,2004,214.3488,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Total,Age (Youth bands): 20-24,Area type: National,2004,549.259,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Total,Age (Youth bands): 25-29,Area type: National,2004,687.6584,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Male,Age (Youth bands): Total (15-29),Area type: National,2004,741.0639,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Male,Age (Youth bands): 15-19,Area type: National,2004,111.457,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Male,Age (Youth bands): 20-24,Area type: National,2004,286.7309,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Male,Age (Youth bands): 25-29,Area type: National,2004,342.8759,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Female,Age (Youth bands): Total (15-29),Area type: National,2004,710.2023,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Female,Age (Youth bands): 15-19,Area type: National,2004,102.8918,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Female,Age (Youth bands): 20-24,Area type: National,2004,262.5281,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Female,Age (Youth bands): 25-29,Area type: National,2004,344.7825,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Total,Age (Youth bands): Total (15-29),Area type: National,2009,1994.9151,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Total,Age (Youth bands): 15-19,Area type: National,2009,483.7669,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Total,Age (Youth bands): 20-24,Area type: National,2009,754.1475,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Total,Age (Youth bands): 25-29,Area type: National,2009,757.0007,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Male,Age (Youth bands): Total (15-29),Area type: National,2009,990.7195,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Male,Age (Youth bands): 15-19,Area type: National,2009,219.3804,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Male,Age (Youth bands): 20-24,Area type: National,2009,391.071,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Male,Age (Youth bands): 25-29,Area type: National,2009,380.2681,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Female,Age (Youth bands): Total (15-29),Area type: National,2009,1004.1956,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Female,Age (Youth bands): 15-19,Area type: National,2009,264.3865,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Female,Age (Youth bands): 20-24,Area type: National,2009,363.0765,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Female,Age (Youth bands): 25-29,Area type: National,2009,376.7326,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Total,Age (Youth bands): Total (15-29),Area type: National,2011,2684.8592,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Total,Age (Youth bands): 15-19,Area type: National,2011,772.9553,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Total,Age (Youth bands): 20-24,Area type: National,2011,936.8343,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Total,Age (Youth bands): 25-29,Area type: National,2011,975.0697,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Male,Age (Youth bands): Total (15-29),Area type: National,2011,1302.9014,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Male,Age (Youth bands): 15-19,Area type: National,2011,348.1514,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Male,Age (Youth bands): 20-24,Area type: National,2011,478.2012,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Male,Age (Youth bands): 25-29,Area type: National,2011,476.5489,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Female,Age (Youth bands): Total (15-29),Area type: National,2011,1381.9578,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Female,Age (Youth bands): 15-19,Area type: National,2011,424.8039,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Female,Age (Youth bands): 20-24,Area type: National,2011,458.633,,,Repository: ILO-STATISTICS - Micro data processing
Angola,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",AGO - HIES - Questionnaire sur les Indicateurs de Base du Bien-être,Sex: Female,Age (Youth bands): 25-29,Area type: National,2011,498.5209,,,Repository: ILO-STATISTICS - Micro data processing
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Age (Youth bands): Total (15-29),Area type: National,2008,205.7597,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Age (Youth bands): 15-19,Area type: National,2008,22.8391,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Age (Youth bands): 20-24,Area type: National,2008,83.0579,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Age (Youth bands): 25-29,Area type: National,2008,99.8627,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Age (Youth bands): Total (15-29),Area type: National,2008,129.2017,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Age (Youth bands): 15-19,Area type: National,2008,11.069,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Age (Youth bands): 20-24,Area type: National,2008,53.6773,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Age (Youth bands): 25-29,Area type: National,2008,64.4553,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Youth bands): Total (15-29),Area type: National,2008,76.558,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Youth bands): 15-19,Area type: National,2008,11.77,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Youth bands): 20-24,Area type: National,2008,29.3806,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Youth bands): 25-29,Area type: National,2008,35.4074,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Age (Youth bands): Total (15-29),Area type: National,2014,236.2365,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Age (Youth bands): 15-19,Area type: National,2014,15.8722,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Age (Youth bands): 20-24,Area type: National,2014,88.9028,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Age (Youth bands): 25-29,Area type: National,2014,131.4615,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Age (Youth bands): Total (15-29),Area type: National,2014,142.6861,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Age (Youth bands): 15-19,Area type: National,2014,10.2643,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Age (Youth bands): 20-24,Area type: National,2014,52.2079,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Age (Youth bands): 25-29,Area type: National,2014,80.2139,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Youth bands): Total (15-29),Area type: National,2014,93.5504,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Youth bands): 15-19,Area type: National,2014,5.6079,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Youth bands): 20-24,Area type: National,2014,36.6949,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Youth bands): 25-29,Area type: National,2014,51.2476,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Age (Youth bands): Total (15-29),Area type: National,2015,227.2261,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Age (Youth bands): 15-19,Area type: National,2015,26.4458,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Age (Youth bands): 20-24,Area type: National,2015,82.2172,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Age (Youth bands): 25-29,Area type: National,2015,118.5631,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Age (Youth bands): Total (15-29),Area type: National,2015,133.711,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Age (Youth bands): 15-19,Area type: National,2015,14.3575,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Age (Youth bands): 20-24,Area type: National,2015,48.2805,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Age (Youth bands): 25-29,Area type: National,2015,71.0731,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Youth bands): Total (15-29),Area type: National,2015,93.5151,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Youth bands): 15-19,Area type: National,2015,12.0883,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Youth bands): 20-24,Area type: National,2015,33.9367,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Youth bands): 25-29,Area type: National,2015,47.49,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Age (Youth bands): Total (15-29),Area type: National,2016,191.0309,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Age (Youth bands): 15-19,Area type: National,2016,14.1269,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Age (Youth bands): 20-24,Area type: National,2016,65.0531,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Age (Youth bands): 25-29,Area type: National,2016,111.851,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Age (Youth bands): Total (15-29),Area type: National,2016,121.0324,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Age (Youth bands): 15-19,Area type: National,2016,9.4468,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Age (Youth bands): 20-24,Area type: National,2016,41.3098,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Male,Age (Youth bands): 25-29,Area type: National,2016,70.2757,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Youth bands): Total (15-29),Area type: National,2016,69.9986,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Youth bands): 15-19,Area type: National,2016,4.68,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Youth bands): 20-24,Area type: National,2016,23.7432,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Youth bands): 25-29,Area type: National,2016,41.5753,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Youth time-related underemployment by sex, age and rural / urban areas (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Total,Age (Youth bands): Total (15-29),Area type: National,2017,182.8891,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
