ref_area,indicator,source,time,obs_value
ARG,GDP_211P_NOC_NB,XA:1868,2009,52314.1
ARG,GDP_211P_NOC_NB,XA:1868,2010,56899.51
ARG,GDP_211P_NOC_NB,XA:1868,2011,58957.2
ARG,GDP_211P_NOC_NB,XA:1868,2012,57764.56
ARG,GDP_211P_NOC_NB,XA:1868,2013,58618.79
ARG,GDP_211P_NOC_NB,XA:1868,2014,57048.5
ARG,GDP_211P_NOC_NB,XA:1868,2015,57786.83
ARG,GDP_211P_NOC_NB,XA:1868,2016,55868.62
ARG,GDP_211P_NOC_NB,XA:1868,2017,56656.22
ARG,GDP_211P_NOC_NB,XA:1868,2018,54410.29
ARG,GDP_211P_NOC_NB,XA:1868,2019,52790.48
ARM,GDP_211P_NOC_NB,XA:1931,1991,11793.04
ARM,GDP_211P_NOC_NB,XA:1931,1992,7032.53
ARM,GDP_211P_NOC_NB,XA:1931,1993,6843.05
ARM,GDP_211P_NOC_NB,XA:1931,1994,7529.97
ARM,GDP_211P_NOC_NB,XA:1931,1995,8268.33
ARM,GDP_211P_NOC_NB,XA:1931,1996,9151.3
ARM,GDP_211P_NOC_NB,XA:1931,1997,9713.23
ARM,GDP_211P_NOC_NB,XA:1931,1998,10318.06
ARM,GDP_211P_NOC_NB,XA:1931,1999,10911.88
ARM,GDP_211P_NOC_NB,XA:1931,2000,11575.18
ARM,GDP_211P_NOC_NB,XA:1931,2001,12644.45
ARM,GDP_211P_NOC_NB,XA:1931,2002,14289.42
ARM,GDP_211P_NOC_NB,XA:1931,2003,16255
ARM,GDP_211P_NOC_NB,XA:1931,2004,17891.23
ARM,GDP_211P_NOC_NB,XA:1931,2005,20256.77
ARM,GDP_211P_NOC_NB,XA:1931,2006,22811.05
ARM,GDP_211P_NOC_NB,XA:1931,2007,25763.42
ARM,GDP_211P_NOC_NB,XA:1931,2008,28752.91
ARM,GDP_211P_NOC_NB,XA:1931,2009,25710.9
ARM,GDP_211P_NOC_NB,XA:1931,2010,25296.8
ARM,GDP_211P_NOC_NB,XA:1931,2011,25675.92
ARM,GDP_211P_NOC_NB,XA:1931,2012,26951.03
ARM,GDP_211P_NOC_NB,XA:1931,2013,27277.09
ARM,GDP_211P_NOC_NB,XA:1931,2014,28971.89
ARM,GDP_211P_NOC_NB,XA:1931,2015,30478.71
ARM,GDP_211P_NOC_NB,XA:1931,2016,30877.11
ARM,GDP_211P_NOC_NB,XA:1931,2017,33387.37
ARM,GDP_211P_NOC_NB,XA:1931,2018,37186.03
ARM,GDP_211P_NOC_NB,XA:1931,2019,40102.21
AUS,GDP_211P_NOC_NB,XA:2202,1991,69268.9
AUS,GDP_211P_NOC_NB,XA:2202,1992,69830.57
AUS,GDP_211P_NOC_NB,XA:2202,1993,72347.27
AUS,GDP_211P_NOC_NB,XA:2202,1994,72810.65
AUS,GDP_211P_NOC_NB,XA:2202,1995,72966.7
AUS,GDP_211P_NOC_NB,XA:2202,1996,74933.02
AUS,GDP_211P_NOC_NB,XA:2202,1997,77247.63
AUS,GDP_211P_NOC_NB,XA:2202,1998,79280.46
AUS,GDP_211P_NOC_NB,XA:2202,1999,81815.38
AUS,GDP_211P_NOC_NB,XA:2202,2000,82956.22
AUS,GDP_211P_NOC_NB,XA:2202,2001,83590.52
AUS,GDP_211P_NOC_NB,XA:2202,2002,85348.44
AUS,GDP_211P_NOC_NB,XA:2202,2003,86008.42
AUS,GDP_211P_NOC_NB,XA:2202,2004,87827.71
AUS,GDP_211P_NOC_NB,XA:2202,2005,87497.04
AUS,GDP_211P_NOC_NB,XA:2202,2006,87455.41
AUS,GDP_211P_NOC_NB,XA:2202,2007,87915.71
AUS,GDP_211P_NOC_NB,XA:2202,2008,88668.58
AUS,GDP_211P_NOC_NB,XA:2202,2009,89869.48
AUS,GDP_211P_NOC_NB,XA:2202,2010,89581
AUS,GDP_211P_NOC_NB,XA:2202,2011,90070.73
AUS,GDP_211P_NOC_NB,XA:2202,2012,92605
AUS,GDP_211P_NOC_NB,XA:2202,2013,94264.84
AUS,GDP_211P_NOC_NB,XA:2202,2014,95982.16
AUS,GDP_211P_NOC_NB,XA:2202,2015,96255.5
AUS,GDP_211P_NOC_NB,XA:2202,2016,97535.04
AUS,GDP_211P_NOC_NB,XA:2202,2017,98182.5
AUS,GDP_211P_NOC_NB,XA:2202,2018,99009.86
AUS,GDP_211P_NOC_NB,XA:2202,2019,99210.18
AUT,GDP_211P_NOC_NB,XA:2089,1991,85506.58
AUT,GDP_211P_NOC_NB,XA:2089,1992,85885.86
AUT,GDP_211P_NOC_NB,XA:2089,1993,86150.85
AUT,GDP_211P_NOC_NB,XA:2089,1994,85109.36
AUT,GDP_211P_NOC_NB,XA:2089,1995,86999.7
AUT,GDP_211P_NOC_NB,XA:2089,1996,90381.57
AUT,GDP_211P_NOC_NB,XA:2089,1997,92325.86
AUT,GDP_211P_NOC_NB,XA:2089,1998,95145.23
AUT,GDP_211P_NOC_NB,XA:2089,1999,97015.57
AUT,GDP_211P_NOC_NB,XA:2089,2000,100009.62
AUT,GDP_211P_NOC_NB,XA:2089,2001,100905.36
AUT,GDP_211P_NOC_NB,XA:2089,2002,101280.78
AUT,GDP_211P_NOC_NB,XA:2089,2003,101640.53
AUT,GDP_211P_NOC_NB,XA:2089,2004,108463.77
AUT,GDP_211P_NOC_NB,XA:2089,2005,107436.75
AUT,GDP_211P_NOC_NB,XA:2089,2006,109263.92
AUT,GDP_211P_NOC_NB,XA:2089,2007,110463.49
AUT,GDP_211P_NOC_NB,XA:2089,2008,109966.3
AUT,GDP_211P_NOC_NB,XA:2089,2009,105829.32
AUT,GDP_211P_NOC_NB,XA:2089,2010,106515.04
AUT,GDP_211P_NOC_NB,XA:2089,2011,108410.82
AUT,GDP_211P_NOC_NB,XA:2089,2012,108173.76
AUT,GDP_211P_NOC_NB,XA:2089,2013,107663.91
AUT,GDP_211P_NOC_NB,XA:2089,2014,108348.49
AUT,GDP_211P_NOC_NB,XA:2089,2015,108804.6
AUT,GDP_211P_NOC_NB,XA:2089,2016,109864.79
AUT,GDP_211P_NOC_NB,XA:2089,2017,111098.35
AUT,GDP_211P_NOC_NB,XA:2089,2018,111802.34
AUT,GDP_211P_NOC_NB,XA:2089,2019,112370.55
AZE,GDP_211P_NOC_NB,XA:2121,1991,15616
AZE,GDP_211P_NOC_NB,XA:2121,1992,11696.6
AZE,GDP_211P_NOC_NB,XA:2121,1993,8831.67
AZE,GDP_211P_NOC_NB,XA:2121,1994,6946.92
AZE,GDP_211P_NOC_NB,XA:2121,1995,6033.72
AZE,GDP_211P_NOC_NB,XA:2121,1996,6099.45
AZE,GDP_211P_NOC_NB,XA:2121,1997,6476.23
AZE,GDP_211P_NOC_NB,XA:2121,1998,7166.27
AZE,GDP_211P_NOC_NB,XA:2121,1999,7710
AZE,GDP_211P_NOC_NB,XA:2121,2000,8593.41
AZE,GDP_211P_NOC_NB,XA:2121,2001,9379.02
AZE,GDP_211P_NOC_NB,XA:2121,2002,10188.74
AZE,GDP_211P_NOC_NB,XA:2121,2003,11133.71
AZE,GDP_211P_NOC_NB,XA:2121,2004,12031.66
AZE,GDP_211P_NOC_NB,XA:2121,2005,15167.4
AZE,GDP_211P_NOC_NB,XA:2121,2006,20247.61
AZE,GDP_211P_NOC_NB,XA:2121,2007,25079.62
AZE,GDP_211P_NOC_NB,XA:2121,2008,27452.84
AZE,GDP_211P_NOC_NB,XA:2121,2009,29577.81
AZE,GDP_211P_NOC_NB,XA:2121,2010,30518.04
AZE,GDP_211P_NOC_NB,XA:2121,2011,29701.05
AZE,GDP_211P_NOC_NB,XA:2121,2012,29813.96
AZE,GDP_211P_NOC_NB,XA:2121,2013,30978.51
AZE,GDP_211P_NOC_NB,XA:2121,2014,31230.65
AZE,GDP_211P_NOC_NB,XA:2121,2015,31016.14
AZE,GDP_211P_NOC_NB,XA:2121,2016,29494.11
AZE,GDP_211P_NOC_NB,XA:2121,2017,29124.07
AZE,GDP_211P_NOC_NB,XA:2121,2018,29143.73
AZE,GDP_211P_NOC_NB,XA:2121,2019,29658.71
BDI,GDP_211P_NOC_NB,XA:2153,1991,2676.1
BDI,GDP_211P_NOC_NB,XA:2153,1992,2694.88
BDI,GDP_211P_NOC_NB,XA:2153,1993,2520.07
BDI,GDP_211P_NOC_NB,XA:2153,1994,2417.81
BDI,GDP_211P_NOC_NB,XA:2153,1995,2221.75
BDI,GDP_211P_NOC_NB,XA:2153,1996,2041.67
BDI,GDP_211P_NOC_NB,XA:2153,1997,2008.55
BDI,GDP_211P_NOC_NB,XA:2153,1998,2101.21
BDI,GDP_211P_NOC_NB,XA:2153,1999,2065.18
BDI,GDP_211P_NOC_NB,XA:2153,2000,2022.53
BDI,GDP_211P_NOC_NB,XA:2153,2001,2008.56
BDI,GDP_211P_NOC_NB,XA:2153,2002,2033.38
BDI,GDP_211P_NOC_NB,XA:2153,2003,1940.24
BDI,GDP_211P_NOC_NB,XA:2153,2004,1961.26
BDI,GDP_211P_NOC_NB,XA:2153,2005,1907.22
BDI,GDP_211P_NOC_NB,XA:2153,2006,1939.29
BDI,GDP_211P_NOC_NB,XA:2153,2007,1933.67
BDI,GDP_211P_NOC_NB,XA:2153,2008,1955.12
BDI,GDP_211P_NOC_NB,XA:2153,2009,1961.62
BDI,GDP_211P_NOC_NB,XA:2153,2010,1993.07
BDI,GDP_211P_NOC_NB,XA:2153,2011,2012.68
BDI,GDP_211P_NOC_NB,XA:2153,2012,2041.96
BDI,GDP_211P_NOC_NB,XA:2153,2013,2082.35
BDI,GDP_211P_NOC_NB,XA:2153,2014,2109.57
BDI,GDP_211P_NOC_NB,XA:2153,2015,1957.65
BDI,GDP_211P_NOC_NB,XA:2153,2016,1879.34
BDI,GDP_211P_NOC_NB,XA:2153,2017,1824.09
BDI,GDP_211P_NOC_NB,XA:2153,2018,1790.66
BDI,GDP_211P_NOC_NB,XA:2153,2019,1762.89
BEL,GDP_211P_NOC_NB,XA:2185,1991,95707.86
BEL,GDP_211P_NOC_NB,XA:2185,1992,95969.67
BEL,GDP_211P_NOC_NB,XA:2185,1993,95896.72
BEL,GDP_211P_NOC_NB,XA:2185,1994,99135.91
BEL,GDP_211P_NOC_NB,XA:2185,1995,100299.27
BEL,GDP_211P_NOC_NB,XA:2185,1996,101703.57
BEL,GDP_211P_NOC_NB,XA:2185,1997,104526.35
BEL,GDP_211P_NOC_NB,XA:2185,1998,106169.33
BEL,GDP_211P_NOC_NB,XA:2185,1999,106382.61
BEL,GDP_211P_NOC_NB,XA:2185,2000,106799.42
BEL,GDP_211P_NOC_NB,XA:2185,2001,110071.78
BEL,GDP_211P_NOC_NB,XA:2185,2002,111726.3
BEL,GDP_211P_NOC_NB,XA:2185,2003,112898.24
BEL,GDP_211P_NOC_NB,XA:2185,2004,114180
BEL,GDP_211P_NOC_NB,XA:2185,2005,114243.72
BEL,GDP_211P_NOC_NB,XA:2185,2006,116406.07
BEL,GDP_211P_NOC_NB,XA:2185,2007,117432.25
BEL,GDP_211P_NOC_NB,XA:2185,2008,116316.22
BEL,GDP_211P_NOC_NB,XA:2185,2009,114651.14
BEL,GDP_211P_NOC_NB,XA:2185,2010,116248.9
BEL,GDP_211P_NOC_NB,XA:2185,2011,117962.47
BEL,GDP_211P_NOC_NB,XA:2185,2012,118462.27
BEL,GDP_211P_NOC_NB,XA:2185,2013,118647.02
BEL,GDP_211P_NOC_NB,XA:2185,2014,119828.45
BEL,GDP_211P_NOC_NB,XA:2185,2015,121767.39
BEL,GDP_211P_NOC_NB,XA:2185,2016,122480.72
BEL,GDP_211P_NOC_NB,XA:2185,2017,122799.81
BEL,GDP_211P_NOC_NB,XA:2185,2018,121741.39
BEL,GDP_211P_NOC_NB,XA:2185,2019,121606.12
BEN,GDP_211P_NOC_NB,XA:2018,1991,5663.89
BEN,GDP_211P_NOC_NB,XA:2018,1992,5627.06
BEN,GDP_211P_NOC_NB,XA:2018,1993,5731.29
BEN,GDP_211P_NOC_NB,XA:2018,1994,5627.84
BEN,GDP_211P_NOC_NB,XA:2018,1995,5749.88
BEN,GDP_211P_NOC_NB,XA:2018,1996,5814.24
BEN,GDP_211P_NOC_NB,XA:2018,1997,5962.05
BEN,GDP_211P_NOC_NB,XA:2018,1998,6013.19
BEN,GDP_211P_NOC_NB,XA:2018,1999,6145.43
BEN,GDP_211P_NOC_NB,XA:2018,2000,6307.91
BEN,GDP_211P_NOC_NB,XA:2018,2001,6449.29
BEN,GDP_211P_NOC_NB,XA:2018,2002,6548.08
BEN,GDP_211P_NOC_NB,XA:2018,2003,6550.7
BEN,GDP_211P_NOC_NB,XA:2018,2004,6618.88
BEN,GDP_211P_NOC_NB,XA:2018,2005,6518.65
BEN,GDP_211P_NOC_NB,XA:2018,2006,6583.84
BEN,GDP_211P_NOC_NB,XA:2018,2007,6784.13
BEN,GDP_211P_NOC_NB,XA:2018,2008,6922.02
BEN,GDP_211P_NOC_NB,XA:2018,2009,6895.88
BEN,GDP_211P_NOC_NB,XA:2018,2010,6850.92
BEN,GDP_211P_NOC_NB,XA:2018,2011,6977.2
BEN,GDP_211P_NOC_NB,XA:2018,2012,7095.11
BEN,GDP_211P_NOC_NB,XA:2018,2013,7378.3
BEN,GDP_211P_NOC_NB,XA:2018,2014,7605.5
BEN,GDP_211P_NOC_NB,XA:2018,2015,7497.84
BEN,GDP_211P_NOC_NB,XA:2018,2016,7509.26
BEN,GDP_211P_NOC_NB,XA:2018,2017,7687.59
BEN,GDP_211P_NOC_NB,XA:2018,2018,7946.68
BEN,GDP_211P_NOC_NB,XA:2018,2019,8228.83
BFA,GDP_211P_NOC_NB,XA:2034,1991,2542.91
BFA,GDP_211P_NOC_NB,XA:2034,1992,2498.68
BFA,GDP_211P_NOC_NB,XA:2034,1993,2532.59
BFA,GDP_211P_NOC_NB,XA:2034,1994,2510.58
BFA,GDP_211P_NOC_NB,XA:2034,1995,2593.98
BFA,GDP_211P_NOC_NB,XA:2034,1996,2822.76
BFA,GDP_211P_NOC_NB,XA:2034,1997,2937.96
BFA,GDP_211P_NOC_NB,XA:2034,1998,3084.31
BFA,GDP_211P_NOC_NB,XA:2034,1999,3243.56
BFA,GDP_211P_NOC_NB,XA:2034,2000,3233.93
BFA,GDP_211P_NOC_NB,XA:2034,2001,3383.03
BFA,GDP_211P_NOC_NB,XA:2034,2002,3462.33
BFA,GDP_211P_NOC_NB,XA:2034,2003,3658.01
BFA,GDP_211P_NOC_NB,XA:2034,2004,3764.25
BFA,GDP_211P_NOC_NB,XA:2034,2005,4029.32
BFA,GDP_211P_NOC_NB,XA:2034,2006,4183.67
BFA,GDP_211P_NOC_NB,XA:2034,2007,4250.32
BFA,GDP_211P_NOC_NB,XA:2034,2008,4417.39
BFA,GDP_211P_NOC_NB,XA:2034,2009,4481.63
BFA,GDP_211P_NOC_NB,XA:2034,2010,4782.67
BFA,GDP_211P_NOC_NB,XA:2034,2011,5028.42
BFA,GDP_211P_NOC_NB,XA:2034,2012,5279.35
BFA,GDP_211P_NOC_NB,XA:2034,2013,5511.23
BFA,GDP_211P_NOC_NB,XA:2034,2014,5672.62
BFA,GDP_211P_NOC_NB,XA:2034,2015,5677.41
BFA,GDP_211P_NOC_NB,XA:2034,2016,5797.92
BFA,GDP_211P_NOC_NB,XA:2034,2017,5930.72
BFA,GDP_211P_NOC_NB,XA:2034,2018,6106.69
BFA,GDP_211P_NOC_NB,XA:2034,2019,6243.43
BGD,GDP_211P_NOC_NB,XA:1939,1991,4656.69
BGD,GDP_211P_NOC_NB,XA:1939,1992,4769.75
BGD,GDP_211P_NOC_NB,XA:1939,1993,4851.22
BGD,GDP_211P_NOC_NB,XA:1939,1994,4891.95
BGD,GDP_211P_NOC_NB,XA:1939,1995,4988.69
BGD,GDP_211P_NOC_NB,XA:1939,1996,5068.49
BGD,GDP_211P_NOC_NB,XA:1939,1997,5153.16
BGD,GDP_211P_NOC_NB,XA:1939,1998,5274.16
BGD,GDP_211P_NOC_NB,XA:1939,1999,5375.2
BGD,GDP_211P_NOC_NB,XA:1939,2000,5512.13
BGD,GDP_211P_NOC_NB,XA:1939,2001,5664.18
BGD,GDP_211P_NOC_NB,XA:1939,2002,5755.66
BGD,GDP_211P_NOC_NB,XA:1939,2003,5902.38
BGD,GDP_211P_NOC_NB,XA:1939,2004,6064
BGD,GDP_211P_NOC_NB,XA:1939,2005,6313.75
BGD,GDP_211P_NOC_NB,XA:1939,2006,6566.97
BGD,GDP_211P_NOC_NB,XA:1939,2007,6932.01
BGD,GDP_211P_NOC_NB,XA:1939,2008,7255.78
BGD,GDP_211P_NOC_NB,XA:1939,2009,7552.3
BGD,GDP_211P_NOC_NB,XA:1939,2010,7709.13
BGD,GDP_211P_NOC_NB,XA:1939,2011,8084.48
BGD,GDP_211P_NOC_NB,XA:1939,2012,8485.7
BGD,GDP_211P_NOC_NB,XA:1939,2013,8866.91
BGD,GDP_211P_NOC_NB,XA:1939,2014,9231.51
BGD,GDP_211P_NOC_NB,XA:1939,2015,9659.4
BGD,GDP_211P_NOC_NB,XA:1939,2016,10163.96
BGD,GDP_211P_NOC_NB,XA:1939,2017,10298.98
BGD,GDP_211P_NOC_NB,XA:1939,2018,10876.2
BGD,GDP_211P_NOC_NB,XA:1939,2019,11534.44
BGR,GDP_211P_NOC_NB,XA:2203,1991,27494.77
BGR,GDP_211P_NOC_NB,XA:2203,1992,25596.15
BGR,GDP_211P_NOC_NB,XA:2203,1993,25804.59
BGR,GDP_211P_NOC_NB,XA:2203,1994,26870.24
BGR,GDP_211P_NOC_NB,XA:2203,1995,28265.18
BGR,GDP_211P_NOC_NB,XA:2203,1996,30361.97
BGR,GDP_211P_NOC_NB,XA:2203,1997,26622.91
BGR,GDP_211P_NOC_NB,XA:2203,1998,27914.2
BGR,GDP_211P_NOC_NB,XA:2203,1999,26803.75
BGR,GDP_211P_NOC_NB,XA:2203,2000,29547.08
BGR,GDP_211P_NOC_NB,XA:2203,2001,31079.46
BGR,GDP_211P_NOC_NB,XA:2203,2002,32597.16
BGR,GDP_211P_NOC_NB,XA:2203,2003,33212.01
BGR,GDP_211P_NOC_NB,XA:2203,2004,34242.37
BGR,GDP_211P_NOC_NB,XA:2203,2005,36530.25
BGR,GDP_211P_NOC_NB,XA:2203,2006,37324.45
BGR,GDP_211P_NOC_NB,XA:2203,2007,38062.3
BGR,GDP_211P_NOC_NB,XA:2203,2008,39129.32
BGR,GDP_211P_NOC_NB,XA:2203,2009,39115.96
BGR,GDP_211P_NOC_NB,XA:2203,2010,41866.05
BGR,GDP_211P_NOC_NB,XA:2203,2011,44406.47
BGR,GDP_211P_NOC_NB,XA:2203,2012,44964.6
BGR,GDP_211P_NOC_NB,XA:2203,2013,45129.96
BGR,GDP_211P_NOC_NB,XA:2203,2014,45314.7
BGR,GDP_211P_NOC_NB,XA:2203,2015,46304.41
BGR,GDP_211P_NOC_NB,XA:2203,2016,48240.89
BGR,GDP_211P_NOC_NB,XA:2203,2017,47805.95
BGR,GDP_211P_NOC_NB,XA:2203,2018,49216.62
BGR,GDP_211P_NOC_NB,XA:2203,2019,49625.47
BHR,GDP_211P_NOC_NB,XA:2081,1991,96697.31
